id|*|time_04_09_2017_06_52_59_76|:|alias|*|edinitsa-vremeni-1|:|title|*|09:00 - 10:00 Единица времени-1|:|time_period|*|09:00|-|10:00|:|spots|*|5|:|price|*|500|:|no_count_spots|*|0|:|staffs_appoint|*|staff_03_09_2017_10_52_40_00|:|added|*|04::09::2017::06:52:59::staff_03_09_2017_10_52_40_00::93.185.192.82|:|changed|*|04::09::2017::06:54:15::staff_03_09_2017_10_52_40_00::93.185.192.82|:|status|*|1|:|
id|*|time_04_09_2017_06_54_21_45|:|alias|*|edinitsa-vremeni-2|:|title|*|10:00 - 11:00 Единица времени-2|:|time_period|*|10:00|-|11:00|:|spots|*|5|:|price|*|500|:|no_count_spots|*|0|:|staffs_appoint|*|staff_03_09_2017_10_52_40_00|:|added|*|04::09::2017::06:54:21::staff_03_09_2017_10_52_40_00::93.185.192.82|:|changed|*|04::09::2017::06:54:52::staff_03_09_2017_10_52_40_00::93.185.192.82|:|status|*|1|:|
id|*|time_04_09_2017_06_54_59_62|:|alias|*|edinitsa-vremeni-3|:|title|*|11:00 - 12:00 Единица времени-3|:|time_period|*|11:00|-|12:00|:|spots|*|5|:|price|*|500|:|no_count_spots|*|0|:|staffs_appoint|*|staff_03_09_2017_10_52_40_00|:|added|*|04::09::2017::06:54:59::staff_03_09_2017_10_52_40_00::93.185.192.82|:|changed|*|04::09::2017::06:55:30::staff_03_09_2017_10_52_40_00::93.185.192.82|:|status|*|1|:|
id|*|time_04_09_2017_06_55_35_83|:|alias|*|edinitsa-vremeni-4|:|title|*|12:00 - 13:00 Единица времени-4|:|time_period|*|12:00|-|13:00|:|spots|*|3|:|price|*|500|:|no_count_spots|*|0|:|staffs_appoint|*|staff_03_09_2017_10_52_40_00|:|added|*|04::09::2017::06:55:35::staff_03_09_2017_10_52_40_00::93.185.192.82|:|changed|*|04::09::2017::06:56:02::staff_03_09_2017_10_52_40_00::93.185.192.82|:|status|*|1|:|
id|*|time_04_09_2017_06_56_14_23|:|alias|*|edinitsa-vremeni-5|:|title|*|13:00 - 14:00 Единица времени-5|:|time_period|*|13:00|-|14:00|:|spots|*|5|:|price|*|500|:|no_count_spots|*|0|:|staffs_appoint|*|staff_03_09_2017_10_52_40_00|:|added|*|04::09::2017::06:56:14::staff_03_09_2017_10_52_40_00::93.185.192.82|:|changed|*|04::09::2017::06:56:54::staff_03_09_2017_10_52_40_00::93.185.192.82|:|status|*|1|:|
id|*|time_04_09_2017_06_57_02_94|:|alias|*|edinitsa-vremeni-6|:|title|*|14:00 - 15:00 Единица времени-6|:|time_period|*|14:00|-|15:00|:|spots|*|5|:|price|*|500|:|no_count_spots|*|0|:|staffs_appoint|*|staff_03_09_2017_10_52_40_00|:|added|*|04::09::2017::06:57:02::staff_03_09_2017_10_52_40_00::93.185.192.82|:|changed|*|04::09::2017::06:57:33::staff_03_09_2017_10_52_40_00::93.185.192.82|:|status|*|1|:|
id|*|time_04_09_2017_06_57_39_40|:|alias|*|edinitsa-vremeni-7|:|title|*|15:00 - 16:00 Единица времени-7|:|time_period|*|15:00|-|16:00|:|spots|*|5|:|price|*|500|:|no_count_spots|*|0|:|staffs_appoint|*|staff_03_09_2017_10_52_40_00|:|added|*|04::09::2017::06:57:39::staff_03_09_2017_10_52_40_00::93.185.192.82|:|changed|*|04::09::2017::06:58:18::staff_03_09_2017_10_52_40_00::93.185.192.82|:|status|*|1|:|
id|*|time_04_09_2017_06_58_27_90|:|alias|*|edinitsa-vremeni-8|:|title|*|16:00 - 17:00 Единица времени-8|:|time_period|*|16:00|-|17:00|:|spots|*|5|:|price|*|500|:|no_count_spots|*|0|:|staffs_appoint|*|staff_03_09_2017_10_52_40_00|:|added|*|04::09::2017::06:58:27::staff_03_09_2017_10_52_40_00::93.185.192.82|:|changed|*|04::09::2017::06:58:52::staff_03_09_2017_10_52_40_00::93.185.192.82|:|status|*|1|:|
id|*|time_04_09_2017_06_59_03_65|:|alias|*|edinitsa-vremeni-9|:|title|*|17:00 - 18:00 Единица времени-9|:|time_period|*|17:00|-|18:00|:|spots|*|5|:|price|*|500|:|no_count_spots|*|0|:|staffs_appoint|*|staff_03_09_2017_10_52_40_00|:|added|*|04::09::2017::06:59:03::staff_03_09_2017_10_52_40_00::93.185.192.82|:|changed|*|04::09::2017::06:59:59::staff_03_09_2017_10_52_40_00::93.185.192.82|:|status|*|1|:|
id|*|time_04_09_2017_07_00_07_45|:|alias|*|1800---1900-edinitsa-vremeni-10|:|title|*|18:00 - 19:00 Единица времени-10|:|time_period|*|18:00|-|19:00|:|spots|*|1|:|price|*|500|:|no_count_spots|*|0|:|staffs_appoint|*|staff_03_09_2017_10_52_40_00|:|added|*|04::09::2017::07:00:07::staff_03_09_2017_10_52_40_00::93.185.192.82|:|changed|*|04::09::2017::07:49:44::staff_03_09_2017_10_52_40_00::93.185.192.82|:|status|*|0|:|
